species,tissue_type,cancer_type,cell_name,cellontology_id,marker,Symbol,GeneID
Human,Kidney,Normal,Neuron,CL_0000540,MSX1,MSX1,4487
Human,Kidney,Normal,Loop progenitor cell,,HMGB2,HMGB2,3148
Human,Kidney,Normal,Loop progenitor cell,,UBE2C,UBE2C,11065
Human,Kidney,Normal,Normal cell,,LAMB1,LAMB1,3912
Human,Kidney,Normal,Normal cell,,LAMA5,LAMA5,3911
Human,Kidney,Normal,Normal cell,,COL4A2,COL4A2,1284
Human,Kidney,Normal,Normal cell,,LAMC1,LAMC1,3915
Human,Kidney,Normal,Normal cell,,COL4A1,COL4A1,1282
Human,Kidney,Normal,Normal cell,,LAMB2,LAMB2,3915
Human,Kidney,Normal,Normal cell,,PAX8,,
Mouse,Kidney,Normal,Neutrophil,CL_0000775,S100a8,S100a8,20201
Mouse,Kidney,Normal,S3 proximal tubule cell,,Napsa,Napsa,16541
Mouse,Kidney,Normal,Podocyte,CL_0000653,Nphs2,Nphs2,170484
Mouse,Kidney,Normal,S1/S2 proximal tubule cell,,Aldob,Aldob,230163
Mouse,Kidney,Normal,B cell,CL_0000236,Igkc,Igkc,16071
Mouse,Kidney,Normal,Mononuclear phagocyte,CL_0000113,Lyz2,Lyz2,17105
Mouse,Kidney,Normal,S3 proximal tubule cell,,Kap,Kap,16483
Mouse,Kidney,Normal,Vascular endothelial cell,CL_0000115,Meis2,Meis2,17536
Mouse,Kidney,Normal,Neutrophil,CL_0000775,S100a9,S100a9,20202
Mouse,Kidney,Normal,S1/S2 proximal tubule cell,,Miox,Miox,56727
Mouse,Kidney,Normal,Mononuclear phagocyte,CL_0000113,C1qa,C1qa,12259
Mouse,Kidney,Normal,B cell,CL_0000236,Cd79a,Cd79a,12518
Mouse,Kidney,Normal,Podocyte,CL_0000653,Podxl,Podxl,27205
Mouse,Kidney,Normal,T cell,CL_0000084,Cd3g,Cd3g,12502
Mouse,Kidney,Normal,T cell,CL_0000084,Ccl5,Ccl5,20304
Human,Kidney,Recurrent renal cell carcinoma,Mast cell,CL_0000097,TPSAB1,TPSAB1,7177
Human,Kidney,Recurrent renal cell carcinoma,Cancer cell,CL_0001064,CA9,CA9,768
Human,Kidney,Recurrent renal cell carcinoma,Monocyte,CL_0000576,LYZ,LYZ,4069
Human,Kidney,Recurrent renal cell carcinoma,Profiling cell,,MKI67,MKI67,4288
Human,Kidney,Recurrent renal cell carcinoma,Vascular endothelial cell,CL_0000115,PECAM1,PECAM1,5175
Human,Kidney,Recurrent renal cell carcinoma,Fibroblast,CL_0000057,ACTA2,ACTA2,59
Human,Kidney,Recurrent renal cell carcinoma,T cell,CL_0000084,CD2,CD2,914
Human,Kidney,Recurrent renal cell carcinoma,Profiling cell,,TOP2A,TOP2A,7153
Human,Kidney,Recurrent renal cell carcinoma,Vascular endothelial cell,CL_0000115,PLVAP,PLVAP,83483
Human,Kidney,Recurrent renal cell carcinoma,Proximal tubule cell,CL_1000839,GPX3,GPX3,2878
Human,Kidney,Recurrent renal cell carcinoma,Indistinct epithelial cell,,KRT19,KRT19,3880
Human,Kidney,Recurrent renal cell carcinoma,B cell,CL_0000236,CD79A,CD79A,973
Human,Kidney,Recurrent renal cell carcinoma,Distal tubular cell,,CKB,CKB,1120
Human,Kidney,Recurrent renal cell carcinoma,Fibroblast,CL_0000057,PDGFRB,PDGFRB,5159
Human,Kidney,Recurrent renal cell carcinoma,Indistinct epithelial cell,,WFDC2,WFDC2,10406
Human,Kidney,Recurrent renal cell carcinoma,Proximal tubule cell,CL_1000839,ALDOB,ALDOB,229
Human,Kidney,Recurrent renal cell carcinoma,Monocyte,CL_0000576,C1QB,C1QB,713
Human,Kidney,Recurrent renal cell carcinoma,Distal tubular cell,,DEFB1,DEFB1,1672
Human,Kidney,Recurrent renal cell carcinoma,Mast cell,CL_0000097,TPSB2,TPSB2,7177
Human,Kidney,Recurrent renal cell carcinoma,Cancer cell,CL_0001064,NDUFA4L2,NDUFA4L2,56901
Human,Kidney,Recurrent renal cell carcinoma,B cell,CL_0000236,MS4A1,MS4A1,931
Human,Kidney,Recurrent renal cell carcinoma,T cell,CL_0000084,CD3D,CD3D,915
Human,Kidney,Recurrent renal cell carcinoma,Natural killer cell,CL_0000623,GNLY,GNLY,10578
Human,Kidney,Recurrent renal cell carcinoma,Natural killer cell,CL_0000623,NKG7,NKG7,4818
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Iigp1,Iigp1,60440
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Esm1,Esm1,71690
Mouse,Kidney,Normal,Macrophage,CL_0000235,C1qb,C1qb,12260
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Cox6a2,Cox6a2,12862
Mouse,Kidney,Normal,Plasma cell,CL_0000786,Ighg2c,Ighg2c,404711
Mouse,Kidney,Normal,Plasma cell,CL_0000786,Iglc2,Iglc2,110786
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Rgcc,Rgcc,66214
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Cd7,Cd7,12516
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Klra1,Klra1,16627
Mouse,Kidney,Normal,Macrophage,CL_0000235,Stmn1,Stmn1,16765
Mouse,Kidney,Normal,B cell,CL_0000236,Ms4a1,Ms4a1,14126
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Rbp7,Rbp7,63954
Mouse,Kidney,Normal,Plasma cell,CL_0000786,Igj,Jchain,16069
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Gbp4,Gbp4,55932
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Gzma,Gzma,14938
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Xcl1,Xcl1,16963
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Serpina1d,Serpina1d,20703
Mouse,Kidney,Normal,Pericyte,CL_0000669,Mgp,Mgp,17313
Mouse,Kidney,Normal,Pericyte,CL_0000669,Rgs4,Rgs4,19736
Mouse,Kidney,Normal,Pericyte,CL_0000669,Rgs5,Rgs5,19737
Mouse,Kidney,Normal,Macrophage,CL_0000235,Hist1h2ap,H2ac24,319171
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Emcn,Emcn,59308
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Ccl5,Ccl5,20304
Mouse,Kidney,Normal,Macrophage,CL_0000235,Birc5,Birc5,11799
Mouse,Kidney,Normal,Conventional dendritic cell(cDC),CL_0000990,Cfp,Cfp,18636
Mouse,Kidney,Normal,Macrophage,CL_0000235,Ppt1,Ppt1,19063
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Hba-a2,Hba-a2,110257
Mouse,Kidney,Normal,Macrophage,CL_0000235,Naaa,Naaa,67111
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Igtp,Igtp,16145
Mouse,Kidney,Normal,B cell,CL_0000236,Cd79a,Cd79a,12518
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Serpina1b,Serpina1b,20701
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Plac8,Plac8,231507
Mouse,Kidney,Normal,Macrophage,CL_0000235,C1qa,C1qa,12259
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Pvalp,,
Mouse,Kidney,Normal,Conventional dendritic cell(cDC),CL_0000990,H2-DMb2,H2-DMb2,15000
Mouse,Kidney,Normal,Conventional dendritic cell(cDC),CL_0000990,H2-Oa,H2-Oa,15001
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,BC028528,BC028528,229600
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Cd7,Cd7,12516
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Hbb-bs,Hbb-bs,100503605
Mouse,Kidney,Normal,Macrophage,CL_0000235,Wfdc17,Wfdc17,100034251
Mouse,Kidney,Normal,Macrophage,CL_0000235,Irf8,Irf8,15900
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Irf8,Irf8,15900
Mouse,Kidney,Normal,T cell,CL_0000084,Cd3e,Cd3e,12501
Mouse,Kidney,Normal,Conventional dendritic cell(cDC),CL_0000990,Alox5ap,Alox5ap,11690
Mouse,Kidney,Normal,Plasma cell,CL_0000786,Igha,Igha,238447
Mouse,Kidney,Normal,B cell,CL_0000236,H2-DMb2,H2-DMb2,15000
Mouse,Kidney,Normal,Macrophage,CL_0000235,Apoe,Apoe,11816
Mouse,Kidney,Normal,Plasma cell,CL_0000786,Igkc,Igkc,16071
Mouse,Kidney,Normal,Macrophage,CL_0000235,Xcr1,Xcr1,23832
Mouse,Kidney,Normal,B cell,CL_0000236,Iglc2,Iglc2,110786
Mouse,Kidney,Normal,Macrophage,CL_0000235,Lyz2,Lyz2,17105
Mouse,Kidney,Normal,B cell,CL_0000236,Cd79b,Cd79b,15985
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Lrg1,Lrg1,76905
Mouse,Kidney,Normal,Fibroblast,CL_0000057,Gsn,Gsn,227753
Mouse,Kidney,Normal,Macrophage,CL_0000235,Pldb1,,
Mouse,Kidney,Normal,Fibroblast,CL_0000057,Dcn,Dcn,13179
Mouse,Kidney,Normal,B cell,CL_0000236,Ly6d,Ly6d,17068
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Nkg7,Nkg7,72310
Mouse,Kidney,Normal,Plasma cell,CL_0000786,Ighg2b,Ighg2b,16016
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Stmn2,Stmn2,20257
Mouse,Kidney,Normal,Pericyte,CL_0000669,Cox4i2,Cox4i2,84682
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Gbp2,Gbp2,14469
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Ppap2b,Plpp3,67916
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Siglech,Siglech,233274
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Hbb-bt,Hbb-bt,101488143
Mouse,Kidney,Normal,Natural killer cell,CL_0000623,Nrc1,,
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Gbp7,Gbp7,229900
Mouse,Kidney,Normal,Macrophage,CL_0000235,Tuba1I,,
Mouse,Kidney,Normal,Fibroblast,CL_0000057,Apoe,Apoe,11816
Mouse,Kidney,Normal,T cell,CL_0000084,Trbc2,Trbc2,100125263
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Ly6d,Ly6d,17068
Mouse,Kidney,Normal,Macrophage,CL_0000235,C1qc,C1qc,12262
Mouse,Kidney,Normal,T cell,CL_0000084,Ccl5,Ccl5,20304
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Hba-a1,Hba-a1,15122
Mouse,Kidney,Normal,Conventional dendritic cell(cDC),CL_0000990,S100a4,S100a4,20198
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Cxcl12,Cxcl12,20315
Mouse,Kidney,Normal,Fibroblast,CL_0000057,Ccl19,Ccl19,24047
Mouse,Kidney,Normal,Macrophage,CL_0000235,Hmgb2,Hmgb2,97165
Mouse,Kidney,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,Rnase6,Rnase6,78416
Mouse,Kidney,Normal,Pericyte,CL_0000669,Ndufa4l2,Ndufa4l2,407790
Mouse,Kidney,Normal,T cell,CL_0000084,Cd3g,Cd3g,12502
Mouse,Kidney,Normal,Conventional dendritic cell(cDC),CL_0000990,Pldb1,,
Mouse,Kidney,Normal,T cell,CL_0000084,Nkg7,Nkg7,72310
Mouse,Kidney,Normal,Pericyte,CL_0000669,Higd1b,Higd1b,75689
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Alas2,Alas2,11656
Mouse,Kidney,Normal,Fibroblast,CL_0000057,Col3a1,Col3a1,12825
Mouse,Kidney,Normal,Endothelial cell,CL_0000115,Cd81,Cd81,12520
Mouse,Kidney,Normal,Fibroblast,CL_0000057,Lum,Lum,17022
Human,Kidney,Renal cell carcinoma,Macrophage,CL_0000235,FOLR2,FOLR2,2350
Human,Kidney,Renal cell carcinoma,CD8+ T cell,CL_0000625,PD-1,PDCD1,5133
Human,Kidney,Renal cell carcinoma,CD8+ T cell,CL_0000625,CD38,CD38,952
Human,Kidney,Renal cell carcinoma,Monocyte,CL_0000576,S100A,S100A1,6271
Human,Kidney,Normal,Plasma cell,CL_0000786,Mzb1,,
Human,Kidney,Normal,Proximal tubular cell,CL_1000839,Lrp2,,
Human,Kidney,Normal,Thin Ascending Limb cell,,Pax8,,
Human,Kidney,Normal,T cell,CL_0000084,Cd3d,,
Human,Kidney,Normal,Conventional dendritic cell 1(cDC1),,Itgae,,
Human,Kidney,Normal,Conventional dendritic cell 2(cDC2),,Cd209a,,
Human,Kidney,Normal,Thick Ascending Limb cell,,Umod,,
Human,Kidney,Normal,B cell,CL_0000236,Cd79a,,
Human,Kidney,Normal,Monocyte,CL_0000576,Lyz2,,
Human,Kidney,Normal,Neutrophil,CL_0000775,S100a9,,
Human,Kidney,Normal,Fibroblast,CL_0000057,Pdgfrb,,
Human,Kidney,Normal,Pericyte,CL_0000669,Postn,,
Human,Kidney,Normal,Macrophage,CL_0000235,C1qa,,
Human,Kidney,Normal,Descending thin limb cell,,Pax8,,
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,NGAL,LCN2,3934
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,COL4A1,COL4A1,1282
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,Cystatin C,,
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,VIM,VIM,7431
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,ZEB1,ZEB1,6935
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,Clusterin,,
Human,Kidney,Normal,Mesenchymal cell,CL_0008019,KIM1,HAVCR1,26762
Human,Kidney,Clear cell renal cell carcinoma,M1 macrophage,CL_0000863,CD86,CD86,942
Human,Kidney,Clear cell renal cell carcinoma,CD8+ T cell,CL_0000625,IL7R,IL7R,3575
Human,Kidney,Clear cell renal cell carcinoma,CD8+ T cell,CL_0000625,TOX,TOX,9760
Human,Kidney,Clear cell renal cell carcinoma,M1 macrophage,CL_0000863,TLR4,TLR4,7099
Human,Kidney,Clear cell renal cell carcinoma,CD8+ T cell,CL_0000625,MKI67,MKI67,4288
Human,Kidney,Clear cell renal cell carcinoma,M2 macrophage,CL_0000890,CD163,CD163,9332
Human,Kidney,Clear cell renal cell carcinoma,CD8+ T cell,CL_0000625,CCR4,CCR4,57472
Human,Kidney,Clear cell renal cell carcinoma,M2 macrophage,CL_0000890,MSR1,MSR1,4481
Human,Kidney,Clear cell renal cell carcinoma,CD8+ T cell,CL_0000625,PDCD1,PDCD1,5133
Human,Kidney,Clear cell renal cell carcinoma,CD8+ T cell,CL_0000625,CD69,CD69,969
Mouse,Kidney,Normal,Progenitor cell,CL_0011026,Wt1,Wt1,22431
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Aqp1,Aqp1,11826
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Cldn5,Cldn5,12741
Mouse,Kidney,Normal,Progenitor cell,CL_0011026,Eya1,Eya1,14048
Mouse,Kidney,Normal,Progenitor cell,CL_0011026,Six2,Six2,20472
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Pou3f3,Pou3f3,18993
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Hnf4a,Hnf4a,15378
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Podxl,Podxl,27205
Mouse,Kidney,Normal,Progenitor cell,CL_0011026,Osr1,Osr1,108737
Mouse,Kidney,Normal,Epithelial cell,CL_0000066,Nabp1,Nabp1,109019
Mouse,Kidney,Normal,Progenitor cell,CL_0011026,Crym,Crym,12971
Mouse,Kidney,Normal,Progenitor cell,CL_0011026,Cited1,Cited1,12705
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Synpo,Synpo,104027
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Tfap2b,Tfap2b,21419
Mouse,Glomerulus,Normal,Podocyte,CL_0000653,Cldn19,Cldn19,242653
Mouse,Kidney,Normal,Epithelial cell,CL_0000066,Mcmdc2,Mcmdc2,240697
Human,Kidney,Normal,Proximal tubular cell,,SLC5A12,SLC5A12,159963
Mouse,Knee,Normal,Mesenchymal progenitor cell,CL_0000134,Thy1,Thy1,21838
Mouse,Knee,Normal,Tendon stem/progenitor cell,,Thy1,Thy1,21838
Mouse,Knee,Normal,Tendon stem/progenitor cell,,Nes,Nes,18008
Mouse,Knee,Normal,Mesenchymal progenitor cell,CL_0000134,Cd44,Cd44,12505
Mouse,Knee,Normal,Mesenchymal progenitor cell,CL_0000134,Ly6a,Ly6a,110454
Mouse,Knee,Normal,Tendon stem/progenitor cell,,Mcam,Mcam,84004
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Prrx2,Prrx2,20204
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Col2a1,Col2a1,12824
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Col3a1,Col3a1,12825
Mouse,limb,Normal,Immune cell,CL_0000738,C1qa,C1qa,12259
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Sox9,Sox9,20682
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Twist1,Twist1,22160
Mouse,Blood vessel,Normal,Distal cell,,Hoxd13,Hoxd13,15433
Mouse,limb,Normal,Immune cell,CL_0000738,Ccr1,Ccr1,12768
Mouse,Blood vessel,Normal,Proximal cell,,Shox2,Shox2,20429
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Lum,Lum,17022
Mouse,Skin,Normal,Epithelial cell,CL_0000066,Wnt6,Wnt6,22420
Mouse,limb,Normal,Mesenchymal cell,CL_0008019,Prrx1,Prrx1,18933
Mouse,Muscle,Normal,Muscle cell,CL_0000187,Ttn,Ttn,22138
Mouse,Skin,Normal,Epithelial cell,CL_0000066,Krt15,Krt15,16665
Mouse,Muscle,Normal,Muscle cell,CL_0000187,Myod1,Myod1,17927
Human,Skin,Normal,Vascular endothelial cell,CL_0000115,VWF,VWF,7450
Human,Skin,Normal,T cell,CL_0000084,TNFRSF18,TNFRSF18,8784
Human,Skin,Normal,Vascular endothelial cell,CL_0000115,HEY1,HEY1,23462
Human,Skin,Normal,T cell,CL_0000084,CD69,CD69,969
Human,Skin,Normal,Dendritic cell,CL_0000451,CD206,MRC1,4360
Human,Skin,Normal,Stem cell,CL_0000034,PHLDA1,PHLDA1,22822
Human,Skin,Normal,Schwann cell,CL_0002573,GLDN,GLDN,342035
Human,Skin,Normal,Vascular endothelial cell,CL_0000115,PECAM1,PECAM1,5175
Human,Skin,Normal,Neuron,CL_0000540,NRXN1,NRXN1,9378
Human,Skin,Normal,Fibroblast,CL_0000057,CCL19,CCL19,6363
Human,Skin,Normal,T cell,CL_0000084,CD103,ITGAE,3682
Human,Skin,Normal,Fibroblast,CL_0000057,COL18A1,COL18A1,80781
Human,Skin,Normal,Fibroblast,CL_0000057,TNC,TNC,7134
Human,Skin,Normal,Langerhans cell,CL_0000453,CD1A,CD1A,910
Human,Skin,Normal,Dendritic cell,CL_0000451,UBE2C,UBE2C,11065
Human,Skin,Normal,Fibroblast,CL_0000057,CCL2,CCL2,6347
Human,Skin,Normal,Vascular endothelial cell,CL_0000115,GPIHBP1,GPIHBP1,338328
Human,Skin,Normal,Fibroblast,CL_0000057,DCN,DCN,1634
Human,Skin,Normal,Dendritic cell,CL_0000451,LAMP3,LAMP3,27074
Human,Skin,Normal,Fibroblast,CL_0000057,COL6A5,COL6A5,256076
Human,Skin,Normal,Corneal cell,,FLG,FLG,2260
Human,Skin,Normal,Melanocyte,CL_0000148,MLANA,MLANA,2315
Human,Skin,Normal,Vascular endothelial cell,CL_0000115,ACKR1,ACKR1,2532
Human,Skin,Normal,Dendritic cell,CL_0000451,TOP2A,TOP2A,7153
Mouse,Blood,Normal,Endothelial cell,CL_0000115,Cldn5,Cldn5,12741
Mouse,Blood,Normal,Endothelial cell,CL_0000115,Cdh5,Cdh5,12562
Human,Liver,Hepatocellular Cancer,Cancer cell,CL_0001064,NUF2,NUF2,83540
Human,Liver,Liver Cancer,Cancer cell,CL_0001064,CHD1L,CHD1L,9557
Mouse,Liver,Liver Cancer,Regulatory T(Treg) cell,CL_0000815,LAYN,,
Mouse,Liver,Liver Cancer,Regulatory T(Treg) cell,CL_0000815,CCR8,,
Mouse,Bile duct,Normal,Biliary cell,,Hnf1ß,,
Mouse,Liver,Normal,Biliary cell,,Spp1,Spp1,20750
Mouse,Bile duct,Normal,Epithelial cell,CL_0000066,EpCAM,,
Mouse,Bile duct,Normal,Biliary cell,,Sox9,Sox9,20682
Mouse,Bile duct,Normal,Biliary cell,,Krt19,Krt19,16669
Mouse,Bile duct,Normal,Epithelial cell,CL_0000066,Epcam,Epcam,17075
Mouse,Liver,Normal,Mature hepatocyte,,Apoc1,Apoc1,11812
Mouse,Bile duct,Normal,Epithelial cell,CL_0000066,Sox9,Sox9,20682
Mouse,Liver,Normal,Mature hepatocyte,,Ttr,Ttr,22139
Mouse,Bile duct,Normal,Progenitor cell,CL_0011026,Foxj1,Foxj1,15223
Mouse,Liver,Normal,Mature hepatocyte,,Alb,Alb,11657
Mouse,Bile duct,Normal,Progenitor cell,CL_0011026,St14,St14,19143
Mouse,Bile duct,Normal,Progenitor cell,CL_0011026,Prom1,Prom1,19126
Mouse,Bile duct,Normal,Bile duct cell,,PanCK,,
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Alb,Alb,11657
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Ttr,Ttr,22139
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Apoc1,Apoc1,11812
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Gsta4,Gsta4,14860
Mouse,Liver,Normal,Biliary epithelial cell,,Spp1,Spp1,20750
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Apoe,Apoe,11816
Mouse,Bile duct,Normal,Bile duct cell,,DBA,,
Mouse,Liver,Normal,Biliary epithelial cell,,Krt19,Krt19,16669
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Gstm1,Gstm1,14862
Mouse,Liver,Normal,Stem cell,CL_0000034,AXIN2,,
Mouse,Liver,Normal,Biliary epithelial cell,,Cldn3,Cldn3,12739
Mouse,Liver,Normal,Biliary epithelial cell,,Epcam,Epcam,17075
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Cyp2j6,Cyp2j6,13110
Mouse,Liver,Normal,Hepatocyte,CL_0000182,Agt,Agt,11606
Mouse,Liver,Normal,Stem cell,CL_0000034,LGR5,,
Human,Lymphatic vessel,Normal,Endothelial cell,CL_0000115,PROX1,PROX1,5629
Human,Lymphatic vessel,Normal,Endothelial cell,CL_0000115,PDPN,PDPN,10630
Human,Lymphatic vessel,Normal,Endothelial cell,CL_0000115,CCL21,CCL21,6366
Human,Lymphatic vessel,Normal,Endothelial cell,CL_0000115,VEGFR3,FLT4,2324
Human,Lymphatic vessel,Normal,Endothelial cell,CL_0000115,LYVE-1,LYVE1,10894
Human,Lymphatic vessel,Normal,Endothelial cell,CL_0000115,FLT4,FLT4,2324
Mouse,Liver,Normal,Mesenchymal cell,CL_0008019,Lhx2,Lhx2,16870
Mouse,Liver,Normal,Mesenchymal cell,CL_0008019,Adamtsl2,Adamtsl2,77794
Mouse,Liver,Normal,Mesenchymal cell,CL_0008019,NGFR ,,
Human,Liver,Normal,Biliary epithelial cell,,TROP2 ,,
Mouse,Liver,Normal,NASH-associated macrophage,,CD9,,
Mouse,Liver,Normal,NASH-associated macrophage,,Trem2,Trem2,83433
Mouse,Capillary,Normal,Endothelial cell,CL_0000115,Aass,Aass,30956
Mouse,Vein,Normal,Endothelial cell,CL_0000115,Ptgs1,Ptgs1,19224
Mouse,Artery,Normal,Endothelial cell,CL_0000115,Nt5c3,Nt5c3,107569
Mouse,Liver,Normal,Kupffer cell,CL_0000091,Vsig4,Vsig4,278180
Mouse,Liver,Normal,Sinusoidal cell,,F4/80,Adgre1,13733
Mouse,Liver,Normal,Kupffer cell,CL_0000091,Clec4f,Clec4f,51811
Mouse,Liver,Normal,Kupffer cell,CL_0000091,Adgre1,Adgre1,13733
Mouse,Liver,Normal,Myofibroblast,CL_0000186,Actin alpha 2,,
Mouse,Liver,Normal,Sinusoidal cell,,CD105,Eng,13805
Mouse,Liver,Normal,Liver sinusoidal endothelial cell,,Ptprb,Ptprb,19263
Mouse,Liver,Normal,Leukocyte,CL_0000738,Cd68,Cd68,12514
Mouse,Liver,Normal,Hepatic stellate cell,CL_0000632,Lrat,Lrat,79235
Human,Liver,Normal,Effector memory T cell,CL_0000813,TNFRSF4,TNFRSF4,7293
Human,Liver,Normal,Effector memory T cell,CL_0000813,TIMP1,TIMP1,7076
Human,Liver,Normal,Central memory CD4+ T cell,CL_0001087,MAL,MAL,57591
Human,Liver,Normal,Central memory CD4+ T cell,CL_0001087,SELL,SELL,6402
Human,Liver,Normal,Central memory CD4+ T cell,CL_0001087,CCR7,CCR7,1236
Human,Liver,Normal,Central memory CD4+ T cell,CL_0001087,MYC,MYC,4609
Human,Liver,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,BCL11A,BCL11A,53335
Human,Liver,Normal,Effector memory T cell,CL_0000813,LTB,LTB,4050
Human,Liver,Normal,Naive B cell,CL_0000788,PLPP5,PLPP5,84513
Human,Liver,Normal,T follicular helper(Tfh) cell,CL_0002038,CD40LG,CD40LG,959
Human,Liver,Normal,Plasma cell,CL_0000786,IGHA2,IGHA2,3494
Human,Liver,Normal,Macrophage,CL_0000235,FABP4,FABP4,2167
Human,Liver,Normal,T follicular helper(Tfh) cell,CL_0002038,GPR183,GPR183,1880
Human,Liver,Normal,Central memory CD4+ T cell,CL_0001087,NOSIP,NOSIP,51070
Human,Liver,Normal,Central memory CD4+ T cell,CL_0001087,TCF7,TCF7,6932
Human,Liver,Normal,Naive CD4 T cell,,CCR7,CCR7,1236
Human,Liver,Normal,T follicular helper(Tfh) cell,CL_0002038,MALAT1,MALAT1,378938
Human,Liver,Normal,Macrophage,CL_0000235,SLC40A1,SLC40A1,30061
Human,Liver,Normal,Effector memory T cell,CL_0000813,CD52,CD52,1043
Human,Liver,Normal,Effector memory T cell,CL_0000813,IL7R,IL7R,3575
Human,Liver,Normal,Macrophage,CL_0000235,APOC1,APOC1,341
Human,Liver,Normal,Naive CD8+ T cell,,SOCS3,SOCS3,9021
Human,Liver,Normal,Effector memory CD8+ T cell,CL_0000913,CD8A,CD8A,925
Human,Liver,Normal,Naive B cell,CL_0000788,CXCR4,CXCR4,7852
Human,Liver,Normal,T follicular helper(Tfh) cell,CL_0002038,LTB,LTB,4050
Human,Liver,Normal,Naive CD4 T cell,,TCF7,TCF7,6932
Human,Liver,Normal,Naive CD8+ T cell,,LEF1,LEF1,51176
Human,Liver,Normal,Macrophage,CL_0000235,FTL,FTL,2512
Human,Liver,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,IRF8,IRF8,3394
Human,Liver,Normal,Plasma cell,CL_0000786,DPEP1,DPEP1,1800
Human,Liver,Normal,Central memory CD8+ T cell,CL_0000907,NOSIP,NOSIP,51070
Human,Liver,Normal,Conventional dendritic cell 2(cDC2),,PPA1,PPA1,5464
Human,Liver,Normal,Naive CD4 T cell,,SOCS3,SOCS3,9021
Human,Liver,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,CCDC50,CCDC50,152137
Human,Liver,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,TCF4,TCF4,6934
Human,Liver,Normal,Central memory CD8+ T cell,CL_0000907,LEF1,LEF1,51176
